76;3938.00;11.05;602.00;big
77;4081.00;9.93;577.00;big
77;4178.00;10.28;528.00;big
78;4091.00;11.53;708.00;big
78;4209.00;10.10;682.00;big
79;4328.00;9.90;608.00;big
79;4242.00;11.65;567.00;big
80;4322.00;10.20;695.00;big
80;4430.00;11.20;705.00;big
81;4193.00;10.00;810.00;big
81;4278.00;9.90;791.00;big
82;4398.00;10.65;873.00;big
82;4356.00;10.20;814.00;big
83;3973.00;10.70;923.00;big
83;3901.00;10.62;968.00;big
84;3733.00;9.90;783.00;big
84;3816.00;12.80;848.00;big
85;3869.00;10.60;912.00;big
85;3822.00;12.90;977.00;big
86;3966.00;10.00;696.00;big
86;3838.00;10.68;777.00;big
87;4515.00;10.60;646.00;big
87;4575.00;10.62;619.00;big
88;4081.00;10.85;822.00;big
88;3936.00;11.10;829.00;big
89;4308.00;11.07;1000.00;big
89;4226.00;10.90;1043.00;big
90;4143.00;10.70;920.00;big
90;4188.00;10.00;985.00;big
91;4304.00;10.25;913.00;big
91;4243.00;9.90;873.00;big
92;4080.00;11.10;1027.00;big
92;4024.00;10.40;967.00;big
93;3815.00;10.00;1075.00;big
93;3941.00;10.00;1039.00;big
94;3900.00;14.05;140.00;big
94;3873.00;12.12;193.00;big
95;4072.00;10.38;148.00;big
95;4016.00;12.78;235.00;big
96;4164.00;11.12;248.00;big
96;4278.00;10.55;328.00;big
97;4302.00;10.88;425.00;big
97;4270.00;9.90;517.00;big
98;4628.00;11.25;530.00;big
98;4658.00;10.78;445.00;big
99;4618.00;10.85;401.00;big
99;4547.00;11.70;499.00;big
100;4388.00;10.50;410.00;big
100;4479.00;9.90;458.00;big
101;4359.00;10.20;516.00;big
101;4439.00;10.90;589.00;big
102;4543.00;10.40;323.00;big
102;4442.00;10.70;315.00;big
103;4168.00;10.03;141.00;big
103;4243.00;11.50;143.00;big
104;4510.00;12.10;122.00;big
104;4385.00;11.25;139.00;big
105;4312.00;13.60;236.00;big
105;4458.00;12.15;242.00;big
106;504.00;10.62;551.00;big
106;632.00;11.10;620.00;big
107;457.00;11.62;639.00;big
107;367.00;13.98;522.00;big
108;613.00;10.93;432.00;big
108;721.00;11.15;483.00;big
109;4217.00;9.50;608.00;big
109;4248.00;9.50;617.00;big
110;3825.00;9.50;596.00;big
110;3845.00;9.50;620.00;big
111;3864.00;9.50;721.00;big
111;3828.00;9.50;731.00;big
112;3731.00;9.50;752.00;big
112;3703.00;9.50;744.00;big
113;3911.00;9.50;912.00;big
113;3898.00;9.50;922.00;big
